"master_id","last_session_date","total_sessions","avg_session_duration_min","pages_per_session","add_to_cart_rate","purchase_conversion_rate","most_viewed_category","preferred_channel","last_campaign_click"
"a9527430-2c51-11ea-b752-000d3a38a36f","2021-05-12","9","8.6","8.2","0.16","0.09","Shoes","web","SMS Push"
"33548070-ff24-11e9-a5e8-000d3a38a36f","2020-09-05","1","11.6","5.4","0.33","0.02","Clothing","web","SMS Push"
"0fd044b2-a822-11e9-a2fc-000d3a38a36f","2020-09-27","5","5.7","7.8","0.37","0.25","Shoes","mobile_app","None"
"5d70a902-a848-11e9-a2fc-000d3a38a36f","2021-01-28","39","6.8","2.2","0.05","0.0261835993496","Shoes","web","Email Newsletter"
"514bfa9a-7210-11ea-adca-000d3a38a36f","2021-05-16","9","6.7","5.2","0.37","0.13","Shoes","email","Google Ads"
"a8718246-b135-11e9-9757-000d3a38a36f","2020-03-24","14","7.8","4.3","0.13","0.04","Accessories","instore","Email Newsletter"
"da63bcfc-719b-11ea-adca-000d3a38a36f","2020-12-30","27","3.9","3.2","0.33","0.07","Shoes","instore","SMS Push"
"2b45b1ac-116b-11ea-8872-000d3a38a36f","2020-12-07","9","13.8","4.6","0.33","0.19","Shoes","web","Google Ads"
"84e1550c-6bb3-11ea-9c62-000d3a38a36f","2021-02-10","36","8.3","5.7","0.25","0.23","Shoes","mobile_app","Google Ads"
"16769260-e220-11ea-8839-000d3a38a36f","2021-02-28","29","4.6","4.8","0.2","0.14268946117182","Bags","mobile_app","Google Ads"
"83ec9de4-85dc-11ea-a90b-000d3a38a36f","2020-04-02","20","4.7","7","0.13","0.084777022432343","Shoes","mobile_app","Email Newsletter"
"a098d3d8-015f-11ea-a5e8-000d3a38a36f","2021-02-15","15","8.2","6.2","0.13","0.092965799414615","Clothing","web","SMS Push"
"e665b200-1a96-11ea-98d5-000d3a38a36f","2021-03-07","36","9.8","5","0.22","0.12","Shoes","mobile_app","SMS Push"
"3147f180-d670-11ea-82f4-000d3a38a36f","2020-06-07","3","10.8","8.3","0.1","0.05","Sportswear","mobile_app","Google Ads"
"095404d4-f133-11e9-9346-000d3a38a36f","2020-01-14","56","8.1","7.5","0.29","0.04","Accessories","web","Email Newsletter"
"611c2d4a-7991-11ea-bf74-000d3a38a36f","2021-01-07","53","9.8","6.7","0.06","0.038280123202207","Shoes","mobile_app","None"
"17496810-5909-11eb-9e65-000d3a38a36f","2020-08-12","23","9","3.5","0.06","0.053367265636513","Bags","web","None"
"cb4c0c3a-a7be-11e9-a2fc-000d3a38a36f","2021-05-19","58","7.7","6.7","0.23","0.01","Clothing","mobile_app","Instagram Ads"
"74f2ab1a-b032-11e9-9757-000d3a38a36f","2020-03-13","54","7","7.3","0.14","0.13","Clothing","mobile_app","Google Ads"
"9e4cc25e-b120-11e9-9757-000d3a38a36f","2020-09-05","46","8.1","7.7","0.22","0.05","Bags","mobile_app","Email Newsletter"
"0b12b530-d677-11e9-93bc-000d3a38a36f","2021-05-25","9","7.7","5.1","0.25","0.19","Bags","web","Email Newsletter"
"db605df4-6a0b-11eb-b5d7-000d3a38a36f","2020-08-03","30","8","8.4","0.16","0.05","Shoes","mobile_app","None"
"9a293d96-a47e-11e9-a2fc-000d3a38a36f","2021-06-24","19","9.3","8.2","0.36","0.13","Accessories","mobile_app","None"
"2606d564-a559-11e9-a2fc-000d3a38a36f","2020-08-07","38","12.9","9.1","0.22","0.17","Shoes","mobile_app","SMS Push"
"ac3675fa-2bb8-11ea-853d-000d3a38a36f","2020-08-08","3","5","3.4","0.34","0.1","Bags","web","Google Ads"
"637759a2-48db-11ea-b6c0-000d3a38a36f","2021-01-23","50","8.3","5.2","0.36","0.17","Accessories","mobile_app","None"
"14a96d7c-ad97-11e9-a2fc-000d3a38a36f","2020-02-11","48","9.1","3.4","0.36","0.23","Shoes","mobile_app","Instagram Ads"
"894af652-a2f5-11e9-a2fc-000d3a38a36f","2020-10-09","3","6.9","4.4","0.07","0.06117628893605","Clothing","web","Email Newsletter"
"23f8e834-a8a0-11ea-8479-000d3a38a36f","2020-02-27","34","11.2","3.2","0.07","0.059617482983471","Sportswear","web","SMS Push"
"385c7a5c-184f-11ea-9213-000d3a38a36f","2021-06-20","2","6.5","3.9","0.26","0.09","Clothing","email","Email Newsletter"
"8ccb87ee-a8ac-11e9-a2fc-000d3a38a36f","2020-03-13","58","10","7.3","0.19","0.09","Sportswear","mobile_app","None"
"cbe48a04-5b06-11ea-9f61-000d3a38a36f","2020-05-08","27","11.8","5.1","0.32","0.13","Clothing","instore","Email Newsletter"
"f1e2fc94-5b2a-11ea-b824-000d3a38a36f","2021-03-01","23","9.2","3.7","0.38","0.03","Clothing","mobile_app","SMS Push"
"5bdac432-ac45-11e9-a2fc-000d3a38a36f","2020-05-04","42","7.5","10","0.07","0.01","Bags","web","Google Ads"
"a554290a-9e21-11e9-9897-000d3a38a36f","2020-03-07","32","9.4","6.7","0.27","0.08","Bags","web","Instagram Ads"
"8ad250b2-636e-11ea-a6dc-000d3a38a36f","2020-01-06","47","6.8","3.8","0.26","0.21","Bags","web","SMS Push"
"df2c7c02-1957-11ea-b6a2-000d3a38a36f","2020-11-09","35","5.9","5.5","0.35","0.22","Sportswear","web","None"
"4edff8fe-1dee-11ea-8bf2-000d3a38a36f","2020-11-21","40","9.1","6.4","0.16","0.093761234667909","Accessories","instore","Instagram Ads"
"88211a2c-fa6a-11ea-9564-000d3a38a36f","2021-05-20","18","10.2","5.4","0.23","0.05","Accessories","mobile_app","Google Ads"
"d0def302-b140-11e9-9757-000d3a38a36f","2020-03-22","27","8.3","4.9","0.38","0.13","Bags","web","SMS Push"
"1e6a9620-aa7b-11e9-a2fc-000d3a38a36f","2020-01-02","11","9.7","4.8","0.4","0.13","Shoes","mobile_app","Google Ads"
"098ab6d8-a272-11e9-a2fc-000d3a38a36f","2020-07-22","39","14.9","7.4","0.25","0.06","Sportswear","mobile_app","None"
"c4876510-b002-11e9-9757-000d3a38a36f","2021-02-07","19","11.7","7.3","0.12","0.1","Sportswear","mobile_app","None"
"742d38dc-303c-11ea-bb28-000d3a38a36f","2020-04-12","25","6.3","4","0.33","0.08","Bags","web","Google Ads"
"fa1a83f0-aa18-11e9-a2fc-000d3a38a36f","2021-06-19","7","8.6","2.5","0.18","0.07","Bags","email","Google Ads"
"7cd39ba4-affc-11e9-9757-000d3a38a36f","2021-01-02","31","8.9","4.2","0.37","0.11","Bags","mobile_app","Email Newsletter"
"0d874202-f997-11e9-b138-000d3a38a36f","2020-07-30","57","5.5","8.5","0.33","0.09","Clothing","web","Email Newsletter"
"1a656d76-ddfb-11e9-957d-000d3a38a36f","2020-07-27","2","9.8","5.4","0.38","0.23","Sportswear","mobile_app","None"
"217db89c-a846-11e9-a2fc-000d3a38a36f","2020-04-26","38","5.7","5.3","0.13","0.10136508416024","Bags","web","Email Newsletter"
"a3114076-2b0f-11ea-9d27-000d3a38a36f","2021-04-22","5","10","7","0.2","0.15","Clothing","mobile_app","SMS Push"
"d0c73184-a5bc-11e9-a2fc-000d3a38a36f","2020-04-14","14","13.8","3.5","0.14","0.11","Shoes","mobile_app","Google Ads"
"1f4b0962-9e6e-11e9-9897-000d3a38a36f","2021-05-09","18","7.6","6.4","0.38","0.12","Bags","instore","None"
"b6e15ee8-b0ab-11ea-b736-000d3a38a36f","2020-02-15","36","9.3","5.2","0.31","0.12","Sportswear","email","Instagram Ads"
"64e6540a-5b2d-11ea-826d-000d3a38a36f","2020-11-26","4","8.9","5","0.06","0.01","Sportswear","web","Google Ads"
"a9cef00c-ae6e-11e9-a2fc-000d3a38a36f","2020-08-03","24","5.2","4.2","0.15","0.12608998867512","Shoes","mobile_app","SMS Push"
"4ae25330-aa0f-11e9-a2fc-000d3a38a36f","2021-05-06","13","5.8","8.4","0.31","0.18","Bags","web","Email Newsletter"
"c909d532-9e19-11e9-9897-000d3a38a36f","2021-03-24","55","9.1","6.3","0.29","0.14","Sportswear","mobile_app","SMS Push"
"cc841c98-135f-11ea-a001-000d3a38a36f","2021-06-19","21","8.4","7","0.06","0.044670066236056","Accessories","web","SMS Push"
"9bc062fa-9de0-11e9-9897-000d3a38a36f","2021-05-25","57","7.6","5.3","0.18","0.01","Sportswear","email","Google Ads"
"e9a448de-edf3-11e9-9346-000d3a38a36f","2021-04-02","33","10.8","7.7","0.33","0.08","Clothing","web","Email Newsletter"
"8014a950-abcb-11e9-a2fc-000d3a38a36f","2021-06-30","20","9.4","8.4","0.17","0.13841274435519","Accessories","web","None"
"91349f36-52ee-11ea-9ade-000d3a38a36f","2021-06-19","5","14.6","5.8","0.13","0.092959339595599","Accessories","mobile_app","Google Ads"
"8ffb5fc8-1f19-11ea-87bf-000d3a38a36f","2021-06-23","24","5.2","3.8","0.3","0.19","Shoes","mobile_app","Google Ads"
"e926b040-ab72-11e9-a2fc-000d3a38a36f","2021-04-28","35","6.8","7.2","0.28","0.11","Shoes","mobile_app","Email Newsletter"
"e4da5310-a93e-11e9-a2fc-000d3a38a36f","2020-01-16","30","12.4","2.8","0.06","0.041621771083443","Accessories","web","Google Ads"
"cdbc8e36-5209-11ea-a243-000d3a38a36f","2020-08-30","28","13.1","5","0.37","0.25","Clothing","mobile_app","Email Newsletter"
"609dbf24-e2fe-11ea-8839-000d3a38a36f","2020-07-25","53","5.4","6.4","0.22","0.08","Bags","web","Email Newsletter"
"c8767008-4c0f-11eb-806e-000d3a38a36f","2020-09-27","51","6.8","5.9","0.35","0.11","Accessories","mobile_app","Google Ads"
"9eceeffe-a590-11e9-a2fc-000d3a38a36f","2020-04-24","45","7.5","10.5","0.19","0.11","Shoes","web","Google Ads"
"d4812710-4cb2-11ea-a626-000d3a38a36f","2020-10-25","7","12.2","6.9","0.18","0.1","Bags","instore","Google Ads"
"85dcf02a-aad3-11e9-a2fc-000d3a38a36f","2021-04-27","42","7.6","7","0.09","0.069450728209399","Accessories","mobile_app","None"
"99cfe9f6-a7c3-11e9-a2fc-000d3a38a36f","2021-01-31","35","7.5","6.7","0.33","0.22","Bags","mobile_app","SMS Push"
"6493e79a-3d93-11ea-9e19-000d3a38a36f","2021-01-28","55","7.2","5.9","0.05","0.030752353458832","Sportswear","web","Email Newsletter"
"e7a1d4fc-aee2-11e9-a2fc-000d3a38a36f","2020-03-15","30","8.3","6.9","0.15","0.03","Shoes","email","Email Newsletter"
"7358b7b0-1b7d-11eb-8d74-000d3a38a36f","2021-04-26","34","9","6.2","0.08","0.02","Clothing","mobile_app","Google Ads"
"27df9380-2a82-11eb-b280-000d3a38a36f","2020-04-12","39","13.6","4.7","0.3","0.11","Sportswear","mobile_app","None"
"93451152-ac5e-11e9-a2fc-000d3a38a36f","2020-10-23","9","12.4","9.2","0.3","0.04","Bags","mobile_app","None"
"a4613768-eabf-11ea-9047-000d3a38a36f","2020-06-26","53","4.8","5.6","0.16","0.03","Sportswear","mobile_app","SMS Push"
"57e9fbb6-ab57-11e9-a2fc-000d3a38a36f","2020-08-02","12","7.4","2.9","0.3","0.04","Accessories","mobile_app","None"
"92ed15f6-b127-11e9-9757-000d3a38a36f","2020-11-10","54","8.1","1.8","0.14","0.12002831342116","Accessories","mobile_app","None"
"84c9a5d2-6b3c-11ea-9c62-000d3a38a36f","2020-02-08","29","6.7","4.9","0.16","0.09","Accessories","mobile_app","SMS Push"
"5775bbe2-aa4f-11e9-a2fc-000d3a38a36f","2020-09-15","10","11","6.6","0.33","0.16","Sportswear","mobile_app","Email Newsletter"
"d6c768a4-a3e8-11e9-a2fc-000d3a38a36f","2020-01-07","27","12","6.7","0.31","0.02","Shoes","web","SMS Push"
"98936076-ff08-11e9-a5e8-000d3a38a36f","2020-02-18","19","6.6","1.7","0.32","0.23","Clothing","web","Google Ads"
"f24bd11a-5b0c-11ea-ad5e-000d3a38a36f","2021-06-21","13","8","8.7","0.09","0.056552946153246","Bags","mobile_app","Instagram Ads"
"6573c908-4259-11ea-8b43-000d3a38a36f","2020-06-09","42","10.7","6.6","0.1","0.052345236613289","Shoes","instore","SMS Push"
"357c56fe-ac0c-11e9-a2fc-000d3a38a36f","2020-06-24","37","11.2","6.2","0.16","0.07","Bags","instore","Google Ads"
"1ce4434a-a4ff-11e9-a2fc-000d3a38a36f","2020-01-02","32","6.5","7.6","0.09","0.070340873315826","Sportswear","web","None"
"4366034c-addc-11e9-a2fc-000d3a38a36f","2021-03-30","15","9.4","7.4","0.23","0.1","Shoes","mobile_app","Email Newsletter"
"cd4db620-b126-11e9-9757-000d3a38a36f","2020-10-02","21","5.9","8","0.24","0.18","Clothing","instore","Google Ads"
"c1798888-a1e5-11e9-a2fc-000d3a38a36f","2021-05-12","3","11.2","4.6","0.17","0.06","Accessories","web","None"
"dccc9694-1d13-11ea-a490-000d3a38a36f","2020-01-28","8","5.8","7.2","0.2","0.11","Clothing","mobile_app","SMS Push"
"12f9e74e-a848-11e9-a2fc-000d3a38a36f","2020-11-28","6","8.3","8.1","0.08","0.069310650502562","Clothing","email","SMS Push"
"5aa8038e-b039-11e9-9757-000d3a38a36f","2020-01-01","29","6.6","6.2","0.29","0.12","Clothing","mobile_app","Google Ads"
"046c535e-b11e-11e9-9757-000d3a38a36f","2020-07-06","19","5.1","5.5","0.14","0.090997031658789","Accessories","web","None"
"e17f1162-add3-11e9-a2fc-000d3a38a36f","2020-02-25","17","6.3","6.4","0.32","0.1","Clothing","mobile_app","Email Newsletter"
"fcd965b6-e0c7-11ea-b5cd-000d3a38a36f","2021-06-30","10","7","7.3","0.32","0.15","Sportswear","web","SMS Push"
"892a3470-a6ed-11e9-a2fc-000d3a38a36f","2020-04-21","33","11.7","7.9","0.26","0.12","Clothing","mobile_app","Instagram Ads"
"64c92dde-af2b-11e9-a2fc-000d3a38a36f","2020-11-05","13","6.6","2","0.2","0.04","Clothing","web","SMS Push"
"7e90766a-5b28-11ea-a020-000d3a38a36f","2020-02-05","27","8.2","6","0.12","0.07141059177149","Sportswear","mobile_app","None"
"9bcd0c1c-21ed-11ea-ba6f-000d3a38a36f","2021-03-14","42","6","6.4","0.38","0.1","Shoes","web","SMS Push"
"e0fc9fce-f118-11e9-9346-000d3a38a36f","2020-11-20","12","10.8","5.8","0.36","0.06","Sportswear","mobile_app","Instagram Ads"
"4692fabc-5b46-11ea-b8bd-000d3a38a36f","2020-11-02","2","11.2","6.2","0.31","0.11","Bags","mobile_app","Instagram Ads"
"163af31a-aead-11e9-a2fc-000d3a38a36f","2021-06-17","10","10.4","5.7","0.37","0.08","Accessories","web","Google Ads"
"17cb0e7e-4744-11ea-b6c0-000d3a38a36f","2020-04-18","21","6.9","4.8","0.36","0.07","Sportswear","mobile_app","Google Ads"
"90799362-b00f-11e9-9757-000d3a38a36f","2021-01-06","23","6","5.2","0.23","0.22","Accessories","web","Google Ads"
"ee66012a-ac97-11e9-a2fc-000d3a38a36f","2020-12-22","1","5.2","4.3","0.12","0.082336203590778","Sportswear","mobile_app","SMS Push"
"86672bec-ad89-11e9-a2fc-000d3a38a36f","2020-06-29","33","10.3","5.1","0.12","0.10115133121136","Clothing","web","Email Newsletter"
"5d416970-62ca-11ea-9861-000d3a38a36f","2020-12-21","52","6.6","9.5","0.22","0.1","Clothing","web","Email Newsletter"
"0b54616c-2c15-11ea-91ab-000d3a38a36f","2020-03-08","26","10.6","7.4","0.3","0.07","Bags","web","Email Newsletter"
"fce6ff88-a29c-11e9-a2fc-000d3a38a36f","2020-10-18","15","5.4","5.4","0.19","0.16","Shoes","email","SMS Push"
"02ac8d16-9e29-11e9-9897-000d3a38a36f","2020-06-29","22","7.4","5","0.19","0.08","Sportswear","email","Email Newsletter"
"8b634c8e-d6ce-11e9-93bc-000d3a38a36f","2021-04-10","25","6.6","6.3","0.08","0.059510345231533","Bags","mobile_app","Email Newsletter"
"a73a8498-533f-11ea-acd3-000d3a38a36f","2021-03-09","1","5.9","4.8","0.32","0.13","Sportswear","web","Instagram Ads"
"0309458c-afe5-11ea-b736-000d3a38a36f","2021-04-08","59","2.8","9","0.11","0.078787505023349","Accessories","mobile_app","Instagram Ads"
"35f7fd84-8e75-11eb-b61d-000d3a38a36f","2021-06-17","26","4","6.9","0.36","0.23","Bags","mobile_app","None"
"4dc4c882-6303-11ea-a6dc-000d3a38a36f","2020-03-06","21","11.4","3","0.11","0.096964216269168","Shoes","mobile_app","Instagram Ads"
"87fe9824-a257-11e9-a2fc-000d3a38a36f","2020-01-21","41","5.5","3.1","0.31","0.24","Sportswear","mobile_app","SMS Push"
"c5844bce-d6c0-11e9-93bc-000d3a38a36f","2021-01-18","24","10","4","0.31","0.17","Accessories","mobile_app","Email Newsletter"
"d24fabfe-71b7-11ea-adca-000d3a38a36f","2020-02-08","39","8","5.5","0.35","0.16","Accessories","web","None"
"34d0ff98-f5b8-11e9-841e-000d3a38a36f","2020-10-11","16","7","2.8","0.23","0.03","Bags","email","Google Ads"
"1992efa8-9f7c-11e9-a2fc-000d3a38a36f","2020-12-01","32","6.7","6.5","0.19","0.13233164978134","Clothing","mobile_app","SMS Push"
"2bb53718-1916-11ea-9213-000d3a38a36f","2020-07-06","16","7.8","5.5","0.08","0.03","Bags","mobile_app","SMS Push"
"93a8c7a2-a37a-11e9-a2fc-000d3a38a36f","2020-08-30","13","10","4.7","0.34","0.07","Bags","mobile_app","SMS Push"
"960c3fce-15e9-11ea-aa74-000d3a38a36f","2020-03-13","42","4.3","6.3","0.2","0.05","Accessories","email","Instagram Ads"
"064cad1e-5b45-11ea-976d-000d3a38a36f","2021-04-23","32","7.8","10.3","0.4","0.02","Shoes","instore","Instagram Ads"
"992c7104-1a73-11ea-941b-000d3a38a36f","2020-04-10","50","9.2","4.6","0.15","0.087711978228059","Bags","mobile_app","Instagram Ads"
"f5de01e4-9dc6-11e9-9897-000d3a38a36f","2021-05-28","41","10.2","9.6","0.2","0.09","Clothing","mobile_app","Google Ads"
"75467e02-5b4a-11ea-9cce-000d3a38a36f","2020-06-24","44","11","5.2","0.2","0.02","Accessories","mobile_app","None"
"5da5f804-b01e-11e9-9757-000d3a38a36f","2020-08-25","24","7.4","4.8","0.22","0.04","Clothing","web","None"
"205a904e-39cc-11ea-85d6-000d3a38a36f","2020-02-28","13","3.8","4.7","0.13","0.07","Accessories","mobile_app","Instagram Ads"
"e053d0e6-eabb-11e9-8bb8-000d3a38a36f","2020-04-08","11","9.2","8","0.15","0.02","Accessories","mobile_app","Instagram Ads"
"e89bfe40-fab4-11ea-9564-000d3a38a36f","2021-05-09","15","7.6","5.9","0.21","0.05","Bags","web","Google Ads"
"89be95c8-a78a-11e9-a2fc-000d3a38a36f","2021-05-28","10","11.6","5.2","0.32","0.02","Accessories","email","Email Newsletter"
"92499d9e-a359-11e9-a2fc-000d3a38a36f","2020-10-23","42","8.6","1","0.31","0.05","Shoes","web","None"
"adccc3c8-a400-11e9-a2fc-000d3a38a36f","2020-07-29","41","11.6","3.2","0.11","0.068027773943748","Clothing","email","SMS Push"
"1c90cee8-5c02-11eb-8dbd-000d3a38a36f","2020-05-02","57","6.4","8","0.24","0.24","Sportswear","web","Email Newsletter"
"0b4f318a-a1b7-11e9-a2fc-000d3a38a36f","2020-08-16","57","11.6","8.6","0.23","0.17","Accessories","web","None"
"e93853a8-a54c-11e9-a2fc-000d3a38a36f","2021-01-22","3","8.5","8.8","0.25","0.14","Bags","mobile_app","Google Ads"
"bed3925a-f95f-11e9-b138-000d3a38a36f","2020-05-19","55","9.3","3.9","0.16","0.11105999941047","Sportswear","mobile_app","None"
"ab33f8fc-1358-11eb-8ffc-000d3a38a36f","2021-06-24","16","2.8","7.2","0.3","0.18","Shoes","email","Email Newsletter"
"6d247776-a987-11e9-a2fc-000d3a38a36f","2021-01-25","44","11.3","4.3","0.15","0.1","Clothing","web","SMS Push"
"fc412e50-6b1e-11ea-9c62-000d3a38a36f","2020-09-26","17","7.4","8.6","0.17","0.11297735853835","Shoes","web","Email Newsletter"
"e08eb2ec-a27c-11e9-a2fc-000d3a38a36f","2020-01-12","25","9.5","7.6","0.12","0.080300038765295","Bags","mobile_app","Email Newsletter"
"c209f26a-1d82-11ea-a490-000d3a38a36f","2021-01-23","30","7","6.3","0.11","0.02","Sportswear","instore","Instagram Ads"
"7ac869e8-acf5-11e9-a2fc-000d3a38a36f","2020-12-02","47","11.5","4","0.36","0.16","Shoes","web","None"
"6bd91ca4-ac2b-11e9-a2fc-000d3a38a36f","2021-05-20","57","8.7","8.5","0.19","0.19","Accessories","email","Instagram Ads"
"d0e7e3bc-5bcd-11ea-a6be-000d3a38a36f","2020-04-15","35","8.4","6.3","0.31","0.24","Sportswear","mobile_app","Google Ads"
"8a3f25be-b219-11e9-b5cf-000d3a38a36f","2020-02-01","37","13.7","7.3","0.32","0.03","Clothing","web","Google Ads"
"6e5f9914-5331-11ea-acd3-000d3a38a36f","2020-03-14","13","1","3.1","0.25","0.09","Bags","email","None"
"cb346a86-5b27-11ea-b989-000d3a38a36f","2020-06-19","24","6.8","3.6","0.34","0.18","Bags","mobile_app","Instagram Ads"
"da281e18-119c-11ea-846f-000d3a38a36f","2020-03-09","38","7.5","5.1","0.05","0.032342237022888","Clothing","mobile_app","Instagram Ads"
"49a6fd8c-5b39-11ea-ba42-000d3a38a36f","2020-12-27","26","5.5","11.9","0.11","0.09678412102011","Bags","mobile_app","Instagram Ads"
"1c8d5fba-a8ad-11e9-a2fc-000d3a38a36f","2021-03-08","58","9","3.4","0.35","0.06","Bags","web","Email Newsletter"
"63e14c5e-295f-11ea-b87a-000d3a38a36f","2020-04-09","9","4","5","0.38","0.06","Clothing","mobile_app","Instagram Ads"
"64a40d3c-a446-11e9-a2fc-000d3a38a36f","2020-01-09","19","4.1","5.4","0.23","0.11521456721049","Bags","mobile_app","Email Newsletter"
"d97929dc-afe8-11e9-9757-000d3a38a36f","2020-01-29","28","9.3","8.8","0.29","0.04","Clothing","web","Instagram Ads"
"9b4e3bd6-a5c3-11e9-a2fc-000d3a38a36f","2020-04-23","7","5.3","6.6","0.1","0.07410281154769","Bags","mobile_app","None"
"a9354a8a-aff7-11e9-9757-000d3a38a36f","2021-04-06","45","9.5","2.9","0.29","0.01","Shoes","instore","Instagram Ads"
"1b49e556-ada3-11e9-a2fc-000d3a38a36f","2020-05-22","22","6.2","5.2","0.28","0.04","Shoes","instore","None"
"39fdbc40-b14d-11e9-9757-000d3a38a36f","2021-01-24","30","5.5","5","0.09","0.072311653744015","Shoes","instore","SMS Push"
"87de5acc-a8b0-11ea-8479-000d3a38a36f","2020-06-05","37","5","3","0.32","0.08","Sportswear","web","Email Newsletter"
"4f871f12-a51c-11e9-a2fc-000d3a38a36f","2020-11-30","16","5.1","6","0.06","0.043358550756256","Clothing","email","SMS Push"
"2eb25a64-a4df-11e9-a2fc-000d3a38a36f","2020-09-16","36","6.7","6.5","0.39","0.19","Shoes","email","None"
"d785d920-3d10-11eb-a48e-000d3a38a36f","2020-03-22","5","5.6","8.1","0.39","0.1","Bags","mobile_app","Google Ads"
"10c87e82-ad97-11e9-a2fc-000d3a38a36f","2021-03-16","29","7.6","7","0.33","0.11","Clothing","mobile_app","None"
"e54e28a0-6b60-11ea-9c62-000d3a38a36f","2020-06-20","52","2.4","3.6","0.22","0.07","Clothing","email","Google Ads"
"0847362c-94d2-11ea-85df-000d3a38a36f","2020-08-18","51","5.5","5.7","0.15","0.12682998486432","Bags","mobile_app","SMS Push"
"01ee4378-5bb7-11ea-84ff-000d3a38a36f","2020-03-15","23","11.7","9.5","0.17","0.01","Accessories","web","Google Ads"
"df0033b2-f27f-11e9-9346-000d3a38a36f","2020-09-26","6","4.2","6.8","0.09","0.07","Clothing","mobile_app","Google Ads"
"f4c3b18a-a8d6-11e9-a2fc-000d3a38a36f","2020-03-02","36","6","6.9","0.3","0.22","Sportswear","mobile_app","Email Newsletter"
"03f071d8-38a1-11eb-a48e-000d3a38a36f","2020-11-15","57","11.7","4.3","0.39","0.24","Sportswear","mobile_app","Email Newsletter"
"2d94d3ee-2be1-11ea-91ab-000d3a38a36f","2020-04-11","33","7.9","4.8","0.13","0.12","Accessories","mobile_app","None"
"b688756e-5e47-11ea-be5b-000d3a38a36f","2021-03-04","49","2.8","4.3","0.39","0.21","Shoes","email","SMS Push"
"08934cc6-a6e2-11e9-a2fc-000d3a38a36f","2020-09-11","41","9.8","6.1","0.21","0.21","Shoes","instore","Google Ads"
"9ec476ce-2a69-11ea-b3a7-000d3a38a36f","2021-06-15","16","11.6","6.3","0.1","0.088383298724356","Clothing","web","Instagram Ads"
"1e2e952a-aa8b-11e9-a2fc-000d3a38a36f","2020-04-21","55","7.9","6.3","0.32","0.21","Bags","mobile_app","Email Newsletter"
"7069e908-2915-11ea-b87a-000d3a38a36f","2020-11-08","34","6.3","8.2","0.34","0.24","Clothing","mobile_app","SMS Push"
"80d6fe5c-a292-11e9-a2fc-000d3a38a36f","2021-04-05","43","2.8","6.4","0.17","0.02","Accessories","web","Google Ads"
"6380648e-af43-11e9-a2fc-000d3a38a36f","2021-04-06","26","6.5","2","0.39","0.1","Shoes","email","None"
"e0024aac-2c27-11ea-91ab-000d3a38a36f","2020-04-01","37","4.3","5.1","0.24","0.18","Sportswear","instore","Instagram Ads"
"ede2a3c6-ad36-11e9-a2fc-000d3a38a36f","2020-02-21","13","8","5.7","0.06","0.06","Clothing","web","Email Newsletter"
"097cafa0-7069-11ea-8369-000d3a38a36f","2021-06-03","52","10.5","4.9","0.17","0.14","Accessories","mobile_app","Email Newsletter"
"da29082a-a3d6-11e9-a2fc-000d3a38a36f","2020-04-07","17","5","5.6","0.32","0.16","Clothing","mobile_app","Instagram Ads"
"807514dc-1edc-11ea-81ff-000d3a38a36f","2020-08-23","32","10.1","4.7","0.12","0.05","Shoes","mobile_app","Google Ads"
"e56dc450-2bed-11eb-b280-000d3a38a36f","2021-01-08","32","2.7","8.5","0.1","0.056206240568752","Bags","mobile_app","None"
"1ead1d0e-5bd0-11ea-8257-000d3a38a36f","2020-08-21","28","7.3","3.3","0.26","0.02","Sportswear","instore","None"
"390df57a-a1b2-11e9-a2fc-000d3a38a36f","2020-02-01","29","2","3.3","0.15","0.02","Accessories","web","Email Newsletter"
"a78565a4-a9d9-11e9-a2fc-000d3a38a36f","2020-10-15","25","8.5","2.9","0.26","0.19","Shoes","mobile_app","Email Newsletter"
"db5cdd42-5051-11eb-806e-000d3a38a36f","2021-06-25","47","11.4","7.5","0.16","0.10291907201354","Sportswear","web","Google Ads"
"9dc5e416-9f9e-11e9-a2fc-000d3a38a36f","2020-04-23","22","6.7","2.9","0.32","0.19","Shoes","email","Google Ads"
"8980e556-faf6-11e9-b138-000d3a38a36f","2020-07-22","27","8.5","7.1","0.2","0.01","Shoes","email","Instagram Ads"
"0f8f95ec-137a-11eb-8ffc-000d3a38a36f","2020-01-29","44","6.5","5.7","0.4","0.03","Clothing","email","Instagram Ads"
"a740d202-5bba-11ea-b977-000d3a38a36f","2021-04-18","38","9.1","5.5","0.18","0.08","Sportswear","web","Email Newsletter"
"29128798-39e3-11ea-85d6-000d3a38a36f","2020-09-09","20","10.4","6.8","0.1","0.03","Bags","web","Email Newsletter"
"65b69b98-2931-11ea-b87a-000d3a38a36f","2021-01-20","45","8","9.4","0.27","0.09","Shoes","mobile_app","Google Ads"
"93f496fe-a42f-11e9-a2fc-000d3a38a36f","2020-03-02","50","6.4","3.6","0.31","0.14","Bags","mobile_app","Email Newsletter"
"4f81ec18-5b9c-11ea-a24e-000d3a38a36f","2021-05-29","24","8.9","4.6","0.17","0.14","Bags","web","Email Newsletter"
"313d8a08-6d23-11ea-84a8-000d3a38a36f","2021-03-05","47","13.4","2.8","0.31","0.03","Shoes","mobile_app","Google Ads"
